has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,url_length,host_length,num_dots_host,has_at_sign,has_dash_host,path_length,is_https,is_shortener,URL,label
1,0,0,1,0,1,0,0,0,0,0,0,0,9,0,0,0,0,24,0,11,40,0,0,0,289,0,24,9,56,0,1,0,0,0,0,6,1,0,0,0,0,0,29,20,2,0,0,1,1,0,https://www.vesselfinder.com/,0
1,1,1,1,1,1,0,0,0,0,1,3,1,34,0,148,0,0,370,133,30,10,0,1,1,19802,0,439,34,1228,0,0,1,1,0,1,14,0,1,0,0,187,0,28,19,2,0,0,1,1,0,https://www.huaweicloud.com/,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,16,1,0,0,147,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,19,2,0,0,1,1,0,https://www.officedepot.com/,0
1,1,1,1,1,1,0,0,0,0,0,2,2,3,0,49,0,0,70,17,16,9,1,1,0,3344,2,71,3,84,0,1,1,0,0,1,19,1,0,0,0,12,0,33,15,2,0,0,10,1,0,https://www.kuleuven.be/kuleuven/,0
1,0,0,1,0,1,0,0,0,0,0,0,0,168,0,195,0,0,810,450,56,70,0,1,1,29381,0,812,168,593,3,1,0,0,1,0,37,0,0,1,538,437,0,20,11,2,0,0,1,1,0,https://www.b92.net/,0
1,1,1,1,0,1,0,0,0,0,0,1,8,18,0,23,0,0,22,17,67,32,1,1,1,4490,8,22,18,110,1,1,0,0,0,1,14,1,0,1,27,24,0,25,16,2,0,0,1,1,0,https://www.wikiwand.com/,0
1,1,1,1,1,1,0,0,0,0,0,27,13,105,0,140,0,0,251,105,129,57,1,1,1,20168,10,260,105,1020,6,1,1,0,1,1,21,1,0,1,33,305,0,19,10,2,0,0,1,1,0,https://www.tim.it/,0
1,1,1,1,0,1,0,0,0,0,0,2,2,45,0,28,0,0,105,29,34,59,1,1,1,7119,2,112,45,164,0,1,0,0,0,0,24,1,0,0,0,21,0,24,15,1,0,0,1,1,0,https://catchthemes.com/,0
1,1,1,1,1,1,0,0,1,0,0,3,9,14,0,137,0,0,153,0,15,44,0,1,1,3489,8,156,14,124,1,1,1,0,1,1,17,1,0,0,0,111,0,19,10,2,0,0,1,1,0,https://www.rug.nl/,0
1,1,0,1,0,1,0,0,0,0,0,3,0,15,0,0,0,0,239,18,40,30,1,1,0,4317,0,239,15,118,0,1,0,0,0,0,24,1,0,0,0,617,0,22,13,2,0,0,1,1,0,https://www.zedge.net/,0
1,1,1,1,0,1,0,1,0,0,0,1,2,19,0,52,0,0,67,40,4,22,1,1,1,6732,2,67,19,216,5,1,0,0,0,0,9,1,0,0,0,64,0,23,15,2,0,0,0,1,0,https://about.gitea.com,0
1,0,1,1,0,1,0,0,0,0,0,0,14,20,0,20,0,0,43,22,5,35,0,0,1,2645,11,47,20,216,0,0,0,0,1,0,22,0,0,0,0,49,0,28,17,2,0,0,3,1,0,https://store.onstove.com/en,0
1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,24,0,0,20,29,8,81,1,1,1,2666,0,20,3,20,0,0,0,0,0,0,4,1,0,0,0,12,0,26,17,1,0,0,1,1,0,https://intensedebate.com/,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,13,1,0,0,122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,1,0,0,1,1,0,https://kinescopecdn.net/,0
1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,6,0,0,31,16,2,2,0,1,0,2579,0,31,1,33,0,0,0,0,0,0,2,0,0,0,0,8,0,20,12,1,0,0,1,0,0,http://163jiasu.com/,0
1,1,1,1,0,1,0,0,0,0,0,4,28,8,0,222,0,0,176,20,54,32,1,1,0,4392,24,176,8,187,0,0,0,0,1,1,29,1,0,0,0,78,0,28,19,2,0,0,1,1,0,https://www.freeconvert.com/,0
1,1,1,1,1,1,0,0,1,0,0,4,2,162,0,153,0,0,409,3,23,35,1,1,1,15690,1,409,162,640,71,1,1,0,0,1,237,1,0,1,142,102,0,27,18,2,0,0,1,1,0,https://www.europapress.es/,0
1,1,1,1,0,1,0,0,0,0,0,7,110,279,0,392,0,0,936,506,33,70,1,1,1,36712,50,936,279,2067,234,1,1,0,0,1,36,1,0,1,16,641,0,25,16,2,0,0,1,1,0,https://www.elcorreo.com/,0
1,0,1,1,0,1,0,0,0,0,0,0,6,70,0,218,0,0,458,21,95,44,0,1,0,9182,5,458,70,396,41,1,0,0,1,0,10,1,0,1,24,68,0,23,14,3,0,0,1,1,0,https://www.ntv.com.tr/,0
1,1,1,1,1,1,0,0,0,0,1,3,25,16,0,147,5,4,127,145,342,66,1,1,1,8058,23,127,16,709,0,1,1,0,0,1,22,1,0,0,2,120,1,29,16,2,0,0,1,1,0,https://www.audioeye.com:443/,0
1,0,1,1,0,1,0,0,0,0,0,0,17,10,0,240,0,0,185,4,52,44,1,1,1,6576,4,185,10,1396,0,1,0,0,1,0,30,1,0,1,32,59,0,18,9,2,0,0,1,1,0,https://www.is.fi/,0
1,1,1,1,0,1,0,1,1,0,0,9,89,16,0,389,0,0,255,32,10,61,1,1,1,13332,79,255,16,316,0,1,1,0,0,0,20,1,0,1,21,37,0,33,14,2,0,0,11,1,0,https://www.usbank.com/index.html,0
1,1,1,1,1,1,0,0,0,0,0,2,11,19,0,71,0,0,82,33,16,34,1,1,1,4783,11,82,19,110,12,1,1,0,1,0,14,0,0,0,0,110,0,20,11,2,0,0,1,1,0,https://www.utk.edu/,0
1,0,0,1,0,1,0,0,0,0,0,0,0,125,0,0,0,0,123,59,31,49,1,1,1,7636,0,126,125,791,0,0,0,0,1,0,13,1,0,0,0,4,0,24,15,2,0,0,1,1,0,https://corp.narvar.com/,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,114,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,27,12,1,0,0,7,1,0,https://faberlic.com/ru/en/,0
1,1,1,1,1,1,0,1,1,0,0,22,37,48,0,105,0,0,260,3,77,46,0,1,0,10225,23,260,48,1170,46,1,1,0,1,0,21,1,0,0,0,65,0,26,17,2,0,0,1,1,0,https://www.indiewire.com/,0
1,1,1,1,1,1,0,0,1,0,0,7,30,45,7,31,0,0,71,13,11,13,0,1,0,4335,30,72,45,185,0,1,1,1,0,0,3,1,0,0,0,16,0,22,13,2,0,0,1,1,0,https://www.scielo.br/,0
1,1,0,1,1,1,0,0,1,0,0,3,0,10,5,26,0,45,146,4,17,22,0,1,1,3623,0,146,10,157,0,0,1,0,0,0,7,0,0,0,0,109,9,30,21,2,0,0,1,1,0,https://www.boxofficemojo.com/,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,0,0,0,33,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,23,14,1,0,0,1,1,0,https://banco.bradesco/,0
1,1,1,1,1,1,0,0,0,0,0,1,82,48,0,18,0,0,55,0,16,53,1,1,1,3233,41,55,48,743,1,0,1,0,1,1,29,0,0,0,0,177,0,29,16,3,0,0,1,1,0,https://www.kabum.com.br:443/,0
1,1,1,1,1,1,1,0,1,0,0,20,38,112,8,152,0,0,560,61,35,7,1,1,1,17407,28,572,112,869,0,1,1,0,0,1,26,0,0,0,0,267,0,22,13,2,0,0,1,1,0,https://www.rtvslo.si/,0
1,1,1,1,0,1,0,0,0,0,0,1,1,279,0,60,16,16,232,1,10,46,1,1,1,9861,0,286,279,1180,16,0,0,0,1,0,337,1,0,0,0,507,1,22,13,1,0,0,1,1,0,https://footballi.net/,0
1,0,1,1,0,1,0,0,0,0,0,0,2,1,0,12,0,0,139,0,16,28,1,1,1,6739,2,139,1,447,42,1,0,0,1,0,26,1,0,1,0,83,0,27,18,2,0,0,1,1,0,https://www.prothomalo.com/,0
1,1,1,1,1,1,0,0,0,0,0,1,1,10,0,61,0,0,76,27,10,45,1,1,1,5020,1,76,10,50,8,1,1,0,1,1,14,1,0,1,34,29,0,22,13,1,0,0,1,1,0,https://reliefweb.int/,0
1,0,1,1,0,1,0,0,0,0,0,0,15,126,0,15,0,0,151,1,24,68,1,1,1,5211,11,152,126,377,0,1,0,0,1,0,5,1,0,0,0,164,0,29,20,2,0,0,1,1,0,https://www.sportinglife.com/,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,1,0,0,1,1,0,https://opendsp.ru/,0
1,1,1,1,1,1,0,0,1,0,0,15,8,43,29,219,0,30,313,41,21,41,1,1,1,16776,7,314,43,372,0,1,1,0,0,1,17,1,0,1,2,33,2,31,13,2,0,0,10,1,0,https://www.astro.com/horoscope,0
1,0,1,1,0,1,0,0,0,0,0,0,6,10,7,77,0,0,128,9,131,57,1,1,1,6213,1,128,10,655,0,1,0,0,0,0,19,1,0,0,0,146,0,33,9,1,0,0,16,1,0,https://unity.com/products/tapjoy,0
1,1,1,1,0,1,0,0,0,0,0,4,15,11,0,33,0,0,42,31,38,41,1,1,1,12343,15,42,11,98,0,1,0,0,0,0,26,0,1,0,0,13,0,20,11,1,0,0,1,1,0,https://wakelet.com/,0
1,1,1,1,0,1,0,0,1,0,1,4,3,19,0,85,0,0,85,26,13,57,1,1,1,6140,3,86,19,146,0,1,0,0,1,0,22,0,0,0,1,37,0,24,15,2,0,0,1,1,0,https://www.webnode.com/,0
1,1,1,1,1,1,0,0,1,0,0,6,4,13,0,236,0,0,229,35,11,21,1,1,1,7997,4,229,13,236,0,1,1,0,1,1,25,0,0,1,38,30,0,20,11,1,0,0,1,1,0,https://ucalgary.ca/,0
1,1,1,1,1,1,0,0,0,0,0,2,16,13,0,154,0,0,139,42,10,59,0,1,1,5560,14,139,13,233,1,1,1,0,1,1,19,1,0,1,6,58,0,30,21,2,0,0,1,1,0,https://www.worldwildlife.org/,0
1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,38,0,0,14,0,15,32,0,0,0,210,0,14,1,882,0,1,1,0,1,0,32,1,0,1,1,63,0,17,8,1,0,0,1,1,0,https://abema.tv/,0
1,1,1,1,0,1,0,1,0,0,0,2,21,114,0,53,0,0,198,9,56,90,0,1,1,8112,2,199,114,381,0,1,1,0,0,1,19,1,0,1,24,442,0,30,21,2,0,0,1,1,0,https://www.countryliving.com/,0
1,1,0,1,1,1,0,0,0,0,0,4,0,11,0,52,0,0,51,84,7,45,1,0,0,1469,0,68,11,82,0,1,1,0,0,1,7,1,0,0,0,59,0,21,12,2,0,0,1,1,0,https://www.taoa.com/,0
1,1,1,1,1,1,0,0,1,0,0,10,5,11,0,8,0,0,16,0,13,6,0,0,0,434,3,16,11,156,0,0,1,1,0,0,3,0,0,1,0,31,0,23,14,2,0,0,1,1,0,https://www.google.com/,0
1,1,1,1,0,1,0,0,0,0,0,2,2,29,118,172,0,0,180,12,92,59,1,1,1,6795,2,181,29,226,0,1,1,0,0,0,16,1,0,0,0,86,0,31,22,1,0,0,1,1,0,https://americansongwriter.com/,0
1,1,1,1,1,1,0,0,0,0,0,1,2,6,0,24,0,0,33,2,39,4,1,1,0,618,2,33,6,224,0,0,1,0,0,1,12,0,0,0,0,10,0,24,15,2,0,0,1,1,0,https://www.tistory.com/,0
1,1,1,1,1,1,0,1,1,0,0,8,75,120,0,589,0,0,93,23,52,48,1,1,1,15546,5,267,120,486,0,1,1,0,0,1,32,1,0,1,17,113,0,28,19,2,0,0,1,1,0,https://www.mandmdirect.com/,0
1,1,1,1,1,1,0,1,1,0,0,9,20,19,3,170,0,0,124,14,22,36,1,1,1,7935,15,124,19,126,0,1,1,0,1,0,17,1,0,0,0,757,0,24,15,2,0,0,1,1,0,https://www.netlify.com/,0
1,1,1,1,0,1,0,0,0,0,0,2,1,173,0,143,0,0,892,0,39,62,0,0,1,35978,0,892,173,953,172,1,0,0,1,1,91,1,0,0,0,410,0,30,21,3,0,0,1,1,0,https://www.walesonline.co.uk/,0
1,0,1,1,0,1,0,0,0,0,0,0,1,3,0,26,0,0,27,5,1,23,0,1,0,904,0,27,3,18,0,0,0,0,0,0,7,1,0,0,0,3,0,19,10,1,0,0,1,1,0,https://httpwg.org/,0
1,1,1,1,1,1,0,0,0,0,0,2,5,120,0,159,0,0,392,4,18,57,1,1,1,7947,2,394,120,742,0,1,1,0,1,1,11,1,0,0,0,59,0,22,13,1,0,0,1,1,0,https://xhchannel.com/,0
1,0,1,1,0,1,0,0,0,0,1,0,7,103,0,50,0,0,279,15,19,57,0,1,1,13347,2,284,103,899,1,1,0,0,1,0,16,1,0,1,268,84,0,18,9,2,0,0,1,1,0,https://tn.com.ar/,0
1,1,1,1,1,1,0,0,0,0,0,6,12,123,0,239,0,0,448,24,42,67,0,1,1,11992,4,448,123,500,0,1,1,0,0,1,30,1,0,1,0,58,0,28,19,3,0,0,1,1,0,https://www.poder360.com.br/,0
1,1,0,1,0,1,0,0,1,0,0,5,0,18,25,15,0,23,166,3,14,52,0,0,0,2575,0,166,18,98,0,0,1,0,0,1,11,0,0,0,0,7,9,29,20,2,0,0,1,1,0,https://www.alldatasheet.com/,0
1,1,1,1,1,1,0,0,1,0,0,23,13,6,0,24,0,0,56,0,9,57,1,1,0,1926,12,56,6,124,0,0,1,0,0,1,11,0,0,0,0,9,0,23,14,1,0,0,1,1,0,https://prodoctorov.ru/,0
1,0,1,1,0,1,0,0,0,0,0,0,2,35,0,23,0,0,160,59,24,44,0,1,1,6198,0,160,35,454,0,1,0,0,0,0,19,1,0,0,0,84,0,23,14,1,0,0,1,1,0,https://themeansar.com/,0
1,1,1,1,1,1,0,0,0,0,1,5,79,178,0,102,0,0,379,275,8,70,1,1,1,18516,40,382,178,898,9,1,1,0,0,1,23,1,0,0,2,133,0,20,11,1,0,0,1,1,0,https://grafana.com/,0
1,1,0,1,1,1,1,0,1,0,0,38,0,74,4,188,0,61,397,358,61,56,0,1,0,25565,0,488,74,426,0,0,1,0,1,1,12,0,0,0,0,572,26,27,18,1,0,0,1,1,0,https://thuvienphapluat.vn/,0
1,1,0,1,0,1,1,0,1,0,1,7,0,24,0,4,0,34,17,4,3,93,1,0,0,1483,0,17,24,13,0,0,1,0,0,1,12,0,0,0,6,12,19,24,15,2,0,0,1,1,0,https://www.heroeswm.ru/,0
1,0,1,1,0,1,0,0,0,0,0,0,1,46,0,54,0,0,68,36,24,27,1,1,1,19211,1,68,46,235,0,1,0,0,0,0,89,0,0,0,0,1427,0,35,26,3,0,1,1,1,0,https://www.national-lottery.co.uk/,0
1,0,1,1,0,1,0,0,0,0,0,0,2,22,0,614,0,0,548,72,27,91,0,1,0,14568,0,549,22,113,0,1,0,0,0,0,42,0,0,0,0,51,0,28,15,2,0,0,1,1,0,https://www.goibibo.com:443/,0
1,1,1,1,1,1,0,0,0,0,0,2,1,22,0,106,0,0,121,37,64,14,1,1,1,6539,0,122,22,241,9,1,1,0,0,0,18,1,0,0,0,26,0,19,10,2,0,0,1,1,0,https://www.rnp.br/,0
1,1,1,1,1,1,0,0,0,0,0,1,19,34,0,140,0,0,203,17,10,35,0,1,1,5462,8,203,34,268,22,1,1,0,1,1,9,1,0,1,6,103,0,26,14,2,0,0,4,1,0,https://www.yamaha.com/en/,0
1,0,1,1,0,1,0,0,0,0,0,0,13,47,0,151,0,0,155,4,12,66,1,1,1,4948,11,163,47,139,0,0,0,0,1,0,25,1,0,1,8,212,0,30,19,2,0,0,3,1,0,https://www.pitneybowes.com/us,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,122,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,21,12,1,0,0,1,1,0,https://adspector.io/,0
1,0,0,1,0,1,0,0,0,0,0,0,0,7,0,40,11,41,671,47,2,57,1,1,1,23607,0,684,7,0,0,0,0,0,0,0,4,0,0,0,0,5,4,24,15,2,0,0,1,1,0,https://www.haproxy.org/,0
1,1,1,1,1,1,0,0,0,0,0,12,4,91,0,0,0,0,295,0,22,12,0,1,1,5850,4,295,91,353,0,1,1,0,1,1,17,1,0,1,4,36,0,19,10,1,0,0,1,1,0,https://diamond.jp/,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,25,1,1,0,1368,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,1,0,0,1,1,0,https://neverssl.com/,0
1,0,1,1,0,1,0,0,0,0,0,0,17,58,0,137,0,0,161,46,156,74,1,1,1,10232,17,161,58,421,0,1,0,0,0,0,23,1,0,1,71,155,0,22,9,1,0,0,5,1,0,https://proton.me/mail,0
1,1,1,1,1,1,0,0,0,0,0,1,2,35,0,70,0,0,125,43,8,63,1,1,1,5004,1,125,35,180,0,0,1,0,1,1,4,1,0,0,0,36,0,20,11,2,0,0,1,1,0,https://www.unm.edu/,0
1,1,1,1,1,1,0,0,0,0,0,1,2,10,0,59,0,4,130,22,5,8,0,0,0,4282,1,130,10,37,0,0,1,0,1,1,6,0,0,0,0,2,2,17,8,1,0,0,1,1,0,https://stihi.ru/,0
1,0,1,1,0,1,0,0,0,0,0,0,1,25,0,39,0,0,102,0,18,46,1,1,1,3466,0,107,25,220,0,1,0,0,0,0,11,1,0,0,0,5,0,26,17,2,0,0,1,1,0,https://www.goodnotes.com/,0
1,0,1,1,0,1,0,0,0,0,0,0,12,190,0,69,0,0,348,3,47,7,0,1,1,11904,1,349,190,672,9,1,0,0,1,0,18,1,0,0,0,340,0,20,11,2,0,0,1,1,0,https://www.oe24.at/,0
1,1,1,1,1,1,0,0,1,0,0,22,35,76,12,20,0,0,586,13,12,34,1,1,1,8578,14,588,76,677,0,1,1,0,1,0,22,1,0,1,15,155,0,23,14,1,0,0,1,1,0,https://codecanyon.net/,0
1,1,1,1,1,1,0,0,0,0,0,2,11,129,0,62,0,0,245,2,14,50,1,0,0,7900,8,245,129,255,0,1,0,0,1,0,27,1,0,1,57,190,0,27,18,2,0,0,1,1,0,https://www.ensonhaber.com/,0
1,0,0,1,0,1,0,0,0,0,0,0,0,14,0,166,0,0,139,6,63,44,0,0,1,3315,0,139,14,26,3,0,0,0,0,0,20,1,0,0,0,6,0,20,11,2,0,0,1,1,0,https://www.lbl.gov/,0
1,1,1,1,0,1,0,0,0,0,0,2,4,9,0,21,0,0,65,15,10,10,1,1,1,4540,2,65,9,50,0,1,0,0,1,0,21,1,0,1,5,5,0,22,13,1,0,0,1,1,0,https://kubernetes.io/,0
1,1,0,1,1,1,0,0,1,0,0,18,0,88,0,227,0,0,357,41,40,60,1,1,1,10493,0,367,88,714,0,1,1,0,1,1,52,1,0,1,55,224,0,34,25,2,0,0,1,1,0,https://www.journaldemontreal.com/,0
1,1,1,1,0,1,0,0,0,0,0,5,4,65,0,5,0,21,155,1,57,76,1,0,0,5917,4,156,65,243,1,0,1,0,1,1,8,0,0,0,0,14,2,39,18,2,0,0,13,1,0,https://arsiv.mackolik.com/Default.aspx,0
1,0,1,1,0,1,0,0,0,0,1,0,4,36,0,85,0,0,109,3,41,88,1,1,1,3829,4,109,36,451,0,1,0,0,1,0,34,1,0,1,68,163,0,24,15,3,0,0,1,1,0,https://www.vogue.co.uk/,0
1,1,0,1,1,1,0,0,0,0,1,2,0,23,0,193,0,0,165,43,4,25,1,1,1,8434,0,165,23,103,5,1,1,0,0,1,14,1,0,1,13,93,0,27,18,2,0,1,1,1,0,https://www.uni-hamburg.de/,0
1,1,1,1,0,1,0,0,0,0,1,1,4,11,0,0,0,0,37,18,4,48,1,1,0,2787,2,48,11,254,0,0,0,0,0,0,28,0,0,0,3,36,0,26,13,2,0,0,1,1,0,https://www.mywot.com:443/,0
1,0,1,1,0,1,0,0,0,0,1,0,4,17,0,35,0,0,48,16,98,69,1,1,1,2989,3,48,17,182,0,1,0,0,1,0,18,1,0,0,18,44,0,17,8,1,0,0,1,1,0,https://medal.tv/,0
1,1,1,1,1,1,0,0,1,0,0,10,5,11,0,8,0,0,16,0,13,6,0,0,0,434,3,16,11,156,0,0,1,1,0,0,3,0,0,1,0,31,0,23,14,2,0,0,1,1,0,https://www.google.com/,0
1,1,1,1,1,1,0,0,1,0,0,8,1,10,0,5,0,0,16,0,13,6,0,0,0,321,1,16,10,147,0,0,1,1,0,0,3,0,0,1,0,24,0,23,14,2,0,0,1,1,0,https://www.google.com/,0
1,1,1,1,1,1,0,0,0,0,0,1,25,101,0,128,0,0,261,43,42,54,0,1,1,24839,14,261,101,568,92,1,1,0,0,0,40,1,0,1,151,383,0,29,16,2,0,0,5,1,0,https://www.swissinfo.ch/eng/,0
1,1,1,1,1,1,0,0,1,0,0,50,12,25,0,73,0,0,124,24,13,58,0,1,0,2901,11,124,25,92,0,1,1,0,1,1,10,1,0,0,0,23,0,25,16,2,0,0,1,1,0,https://www.adafruit.com/,0
1,0,1,1,0,1,0,0,0,0,0,0,3,76,0,110,0,0,87,50,51,61,1,1,1,8222,2,89,76,216,21,1,0,0,1,0,22,1,0,0,0,68,0,21,12,2,0,0,1,1,0,https://www.lever.co/,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,165,0,0,0,165,0,0,0,9,0,0,0,0,1,0,18,0,0,0,0,0,0,38,26,1,0,0,4,1,0,https://robertsspaceindustries.com/en/,0
1,0,1,1,0,1,0,0,0,0,0,0,2,3,0,21,0,0,30,41,4,34,1,1,1,3988,1,30,3,90,0,1,0,0,1,0,11,1,0,0,0,40,0,22,13,1,0,0,1,1,0,https://pastelink.net/,0
1,1,1,1,0,1,0,0,0,0,0,1,338,329,0,72,0,0,521,4,9,35,0,1,1,25045,17,521,329,2158,0,1,1,0,0,0,13,1,0,1,215,576,0,26,18,2,0,0,0,1,0,https://www.printables.com,0
1,0,1,1,0,1,0,0,0,0,1,0,13,18,0,10,0,0,61,35,14,40,1,0,0,1790,7,61,18,138,0,1,0,0,1,0,9,1,0,0,0,45,0,24,15,2,0,0,1,1,0,https://www.pepsico.com/,0
1,1,1,1,0,1,1,0,1,0,0,12,14,29,0,228,0,0,236,101,21,64,1,1,1,23773,8,246,29,617,0,1,1,0,0,1,20,1,0,0,0,102,0,23,14,2,0,0,1,1,0,https://www.truist.com/,0
1,1,1,1,1,1,0,0,1,0,0,6,26,5,0,159,0,0,135,17,12,31,1,1,1,5729,10,135,5,104,1,1,1,0,1,1,15,1,0,0,0,28,0,20,11,2,0,0,1,1,0,https://www.idc.com/,0
1,1,0,1,0,1,0,0,1,0,0,5,0,1,0,0,0,3,3,5,3,34,0,1,1,1045,0,3,1,7,0,0,1,0,0,0,4,0,0,0,0,3,3,26,17,2,0,0,1,1,0,https://www.patagonia.com/,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22,13,2,0,0,1,1,0,https://www.e.leclerc/,0
1,1,1,1,1,1,0,0,0,0,0,1,1,21,0,73,0,0,90,1,41,10,1,0,1,2365,0,95,21,159,1,1,0,0,0,0,9,1,0,1,2,43,0,27,18,3,0,0,1,1,0,https://www.jornada.com.mx/,0
1,1,1,1,1,1,0,0,0,0,0,4,22,242,0,326,0,0,709,12,33,50,1,1,1,38868,7,713,242,1160,0,1,1,0,1,1,21,1,0,0,0,113,0,27,18,2,0,0,1,1,0,https://www.biobiochile.cl/,0
1,0,1,1,0,1,0,0,0,0,1,0,1,15,0,4,0,0,15,20,25,53,1,1,1,2972,0,15,15,218,0,0,0,0,0,0,23,0,0,1,1,1,0,31,12,2,0,0,11,1,0,https://www.esri.com/en-us/home,0
1,1,1,1,1,1,0,0,1,0,0,10,5,11,0,8,0,0,16,0,13,6,0,0,0,434,3,16,11,156,0,0,1,1,0,0,3,0,0,1,0,31,0,23,14,2,0,0,1,1,0,https://www.google.com/,0
1,1,0,1,1,1,0,0,1,0,0,4,0,2,0,59,0,0,60,1,15,53,1,0,0,1217,0,61,2,112,0,0,1,0,1,1,8,1,0,0,0,52,0,24,15,2,0,0,1,1,0,https://www.medrxiv.org/,0
1,1,0,1,1,1,0,1,1,0,0,13,0,60,243,14,0,0,137,25,11,50,1,0,1,11120,0,139,60,377,0,0,1,0,1,1,3,1,0,0,0,0,0,25,16,2,0,0,1,1,0,https://www.control4.com/,0
1,1,0,1,0,1,0,0,0,0,0,1,0,85,0,81,0,0,110,11,4,36,0,1,0,2321,0,110,85,128,0,1,0,0,0,0,11,0,0,1,7,79,0,34,25,2,0,1,1,1,0,https://www.farming-simulator.com/,0
1,1,1,1,1,1,0,0,0,0,0,1,19,47,0,4,0,0,123,94,154,55,1,1,1,11523,17,123,47,365,0,0,1,0,1,1,22,0,0,0,0,32,0,23,12,1,0,0,3,1,0,https://freecash.com/en,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,1,0,0,1,1,0,https://t13.io/,0
1,1,1,1,1,1,0,0,0,0,0,2,12,99,0,219,0,0,362,129,14,34,1,1,1,17770,10,362,99,439,97,1,1,0,1,1,15,1,0,0,0,151,0,18,9,2,0,0,1,1,0,https://www.di.se/,0
1,1,1,1,0,1,0,0,0,0,1,2,90,24,0,373,0,0,340,102,15,11,1,1,1,20255,38,340,24,1027,0,1,0,0,1,1,15,1,0,1,18,87,0,28,19,2,0,0,1,1,0,https://www.mheducation.com/,0
1,1,1,1,1,1,0,0,0,0,1,2,4,179,0,129,0,0,203,145,29,20,0,1,1,5503,4,204,179,1226,0,1,1,0,1,0,13,0,0,0,0,390,0,20,11,1,0,1,1,1,0,https://my-best.com/,0
1,0,1,1,0,1,0,0,0,0,1,0,29,10,0,152,0,0,75,8,68,20,1,0,0,4387,25,75,10,376,0,0,0,0,0,0,12,1,0,0,1,163,0,29,20,2,0,0,1,1,0,https://www.goldmansachs.com/,0
1,1,1,1,1,1,0,0,1,0,0,6,2,89,0,524,0,0,318,8,22,74,1,0,1,28973,2,320,89,1198,0,1,1,0,1,1,13,1,0,0,0,1054,0,19,10,2,0,0,1,1,0,https://www.hna.de/,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,15,2,0,0,1,1,0,https://planalto.gov.br/,0
1,1,1,1,1,1,0,1,1,0,0,12,6,6,0,32,0,0,43,8,14,30,1,1,0,2367,6,43,6,119,0,1,1,0,0,0,26,1,0,0,0,39,0,25,16,2,0,0,1,1,0,https://www.medicare.gov/,0
1,1,1,1,0,1,0,0,0,0,0,3,3,27,0,35,0,0,57,8,51,49,0,0,1,4535,2,57,27,272,0,1,0,0,0,0,24,1,0,0,0,53,0,26,17,2,0,0,1,1,0,https://www.honeygain.com/,0
1,0,0,1,0,1,0,0,0,0,0,0,0,17,0,24,0,0,46,19,19,12,0,0,0,5829,0,46,17,67,0,0,0,0,0,0,19,0,0,0,0,0,0,27,18,2,0,0,1,1,0,https://www.globaltimes.cn/,0
1,0,0,1,0,1,0,0,0,0,0,0,0,108,0,59,0,0,161,1,27,11,1,1,0,8016,0,162,108,869,0,1,1,0,0,0,13,1,0,1,604,207,0,21,12,2,0,0,1,1,0,https://www.ehow.com/,0
